vehicle_model,battery_capacity_(kwh),charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(â°c),vehicle_age_(years),charger_type,location_type,charging_duration_minutes,hour_of_day,time_of_day,Estimated Energy Consumed (kWh),Charging Cost Per Hour (USD),Temperature (°F),Temperature Category
Tesla Model 3,85.0,Station_251,New York,2024-01-25 15:00:00,2024-01-25 18:12:00,23.9209219682627,2.1458063544955,25.796602896239,6.98497588215887,Thursday,86.8441186243808,89.2474609439928,11.9709225764891,22.1702264669531,4.41577400897513,Level 2,Mall,192.0,15,Afternoon,82.54912926796482,3.2551753179056577,71.90640764051558,Mild
Hyundai Kona,85.0,Station_310,New York,2024-01-25 16:00:00,2024-01-25 19:43:00,40.6309235037682,2.74973941215079,25.7671941381663,9.16593022800749,Thursday,31.2784313114714,70.8958942994022,250.282196673562,17.414579084848,4.0,Level 1,Highway,223.0,16,Afternoon,95.76807154685142,3.333381406072253,63.34624235272641,Mild
BMW i3,62.0,Station_321,San Francisco,2024-01-25 18:00:00,2024-01-25 21:18:00,42.691405379616896,3.3149838274676,18.8658179392671,31.583421759595,Thursday,47.8819171975969,66.7778700021,55.8644695292023,10.7163215413456,7.0,DC Fast Charger,Parking,198.0,18,Evening,62.25719919958142,9.52747385911755,51.289378774422076,Cool
Hyundai Kona,75.0,Station_140,Los Angeles,2024-01-25 19:00:00,2024-01-25 22:44:00,36.4902778836703,0.704754315061225,5.94930176355346,23.3636412053939,Thursday,64.2280947445467,76.1729041932449,241.984643683096,36.0486234605576,2.0,Level 2,Residential,224.0,19,Evening,22.210726583932917,33.15146953497433,96.88752222900368,Sweltering
Hyundai Kona,85.0,Station_280,Los Angeles,2024-01-25 20:00:00,2024-01-25 20:58:00,67.5601428807788,2.81123664989939,8.97054959336193,37.6704640415967,Thursday,69.3146975661584,96.9366454021687,145.66539286233,35.8188602256871,7.0,DC Fast Charger,Commercial,58.0,20,Evening,8.671531273583199,13.399961914606113,96.47394840623677,Sweltering
Hyundai Kona,75.0,Station_34,New York,2024-01-25 21:00:00,2024-01-25 21:47:00,52.5747017943034,3.26598957380494,4.71158320497075,12.3288539010746,Thursday,89.1003284330725,82.218193667495,165.45403485947,16.5445812259038,5.0,Level 2,Public,47.0,21,Evening,3.690740177227087,3.7749213898167016,61.78024620662684,Mild
Hyundai Kona,85.0,Station_309,Houston,2024-01-25 22:00:00,2024-01-25 22:49:00,28.2798571471883,2.6937194091618,13.2269747604765,24.9637246919867,Thursday,62.5741204218782,88.3585505258259,190.684355023203,12.3871653274239,0.0,Level 2,Mall,49.0,22,Evening,10.802029387722474,9.267381230235342,54.29689758936302,Cool
Hyundai Kona,62.0,Station_392,New York,2024-01-25 23:00:00,2024-01-25 23:43:00,28.8691247959565,1.15392074977046,32.8300378886365,46.0591730327974,Thursday,81.2728077377709,95.9717938014421,210.27725035738,30.897229937822,4.0,DC Fast Charger,Highway,43.0,23,Evening,23.52819382018949,39.91536944106394,87.6150138880796,Hot
Chevy Bolt,85.0,Station_18,New York,2024-01-26 00:00:00,2024-01-26 03:11:00,13.1169985074161,3.53787319477653,25.603799331857402,25.7995483709773,Friday,5.06571915627027,77.7758712965489,213.723363963314,32.0549529901944,0.52409502806589,Level 1,Institutional,191.0,0,Night,81.5054278730794,7.292389226688191,89.69891538234992,Hot
BMW i3,50.0,Station_57,Houston,2024-01-26 01:00:00,2024-01-26 04:26:00,21.4227595329351,0.73487961534223,9.18907742881566,28.0728955765304,Friday,86.4947653981204,52.981111859011,74.3813092468758,12.0438500423902,7.0,DC Fast Charger,Parking,206.0,1,Night,31.549165838933764,38.20067258697465,53.678930076302365,Cool
Hyundai Kona,100.0,Station_112,San Francisco,2024-01-26 02:00:00,2024-01-26 03:23:00,45.1178064786983,3.95270473775391,4.27373508539068,7.07046334380477,Friday,13.5819596754817,76.3665602365479,162.806041198949,-3.85898759628504,0.0,Level 1,Residential,83.0,2,Night,5.912000201457107,1.7887658737248608,25.053822326686927,Below Freezing
BMW i3,62.0,Station_5,Los Angeles,2024-01-26 03:00:00,2024-01-26 04:00:00,26.2922240824113,1.77882081087226,3.59332763151229,33.6945523104006,Friday,40.4760138188155,69.6679773241574,177.812526678416,32.0605918453007,2.0,Level 2,Commercial,60.0,3,Night,3.59332763151229,18.9420722449712,89.70906532154126,Hot
Chevy Bolt,75.0,Station_410,San Francisco,2024-01-26 04:00:00,2024-01-26 05:27:00,51.6368423442811,0.783552124909424,14.6069844029449,13.479666789464,Friday,32.409615728111,78.6361592255917,277.732606764294,31.3027875244234,0.0,Level 1,Public,87.0,4,Night,21.180127384270104,17.203280242552086,88.34501754396213,Hot
Chevy Bolt,85.0,Station_414,Chicago,2024-01-26 05:00:00,2024-01-26 07:13:00,44.8171908152641,1.0358587667958,12.5468614953011,32.942045619069,Friday,66.4005979296602,88.7030659524961,174.926888761997,-6.15965019510421,1.65801306744332,Level 1,Mall,133.0,5,Night,27.812209647917438,31.80167671020243,20.91262964881242,Below Freezing
BMW i3,50.0,Station_182,Chicago,2024-01-26 06:00:00,2024-01-26 09:19:00,19.3620057448101,2.53624934168083,29.626242800392,35.2577716295595,Friday,47.225237958808,83.91200043508,107.748483443453,0.374659340242287,7.0,DC Fast Charger,Highway,199.0,6,Morning,98.26037195463347,13.901539982734258,32.67438681243612,Chilly
Tesla Model 3,75.0,Station_13,Chicago,2024-01-26 07:00:00,2024-01-26 10:35:00,55.3957914386487,2.2530272958131,31.5540965567353,12.8643072123124,Friday,12.9805768550239,61.2189927140214,163.250171530361,29.7162809135294,6.0,Level 1,Institutional,215.0,7,Morning,113.06884599496816,5.709787553936302,85.48930564435292,Hot
Nissan Leaf,50.0,Station_339,Houston,2024-01-26 08:00:00,2024-01-26 10:37:00,22.0164436102208,1.2691575992195,41.1962506394521,35.9401009798963,Friday,23.6656109193427,74.8987294182322,236.573561024341,11.5443809276072,0.0,Level 1,Parking,157.0,8,Morning,107.79685583989966,28.318075707854213,52.77988566969296,Cool
Tesla Model 3,75.0,Station_285,New York,2024-01-26 09:00:00,2024-01-26 12:59:00,67.3818605601685,0.7992102307305,2.63696678953564,25.8151823567493,Friday,12.0547900243768,86.4902469957745,233.88349896997,5.89005603283377,2.0,DC Fast Charger,Residential,239.0,9,Morning,10.5039177116503,32.30086573485617,42.60210085910079,Chilly
Tesla Model 3,75.0,Station_259,San Francisco,2024-01-26 10:00:00,2024-01-26 13:07:00,68.238344048963,2.71043719904685,8.99149919895054,39.6850224032679,Friday,30.2281815986091,80.043744604763,245.314668877853,11.7121696049523,7.0,Level 1,Commercial,187.0,10,Morning,28.023505836729186,14.641557611895049,53.081905288914136,Cool
Tesla Model 3,62.0,Station_90,Los Angeles,2024-01-26 11:00:00,2024-01-26 11:54:00,67.1333403915789,1.23415480253967,27.9567152013706,32.6977005919305,Friday,23.5059471561151,76.1460084487119,7.6198943911032,8.08759283667335,4.0,Level 1,Public,54.0,11,Morning,25.16104368123354,26.49400263617212,46.55766710601203,Cool
Hyundai Kona,75.0,Station_104,Chicago,2024-01-26 12:00:00,2024-01-26 15:40:00,42.9189373388298,3.16539541826638,13.1044805942536,22.0715566919704,Friday,34.8346393582644,97.2517867541808,129.403190198667,6.36208841935097,5.0,DC Fast Charger,Mall,220.0,12,Afternoon,48.04976217892986,6.972764465571421,43.45175915483175,Chilly
Chevy Bolt,50.0,Station_379,San Francisco,2024-01-26 13:00:00,2024-01-26 13:48:00,42.691405379616896,0.894528504165497,15.3350226689458,22.6734293957305,Friday,63.5131141787422,89.3880418660942,96.0300780971366,28.4229864132815,0.0,DC Fast Charger,Highway,48.0,13,Afternoon,12.268018135156641,25.346793635025055,83.1613755439067,Hot
Tesla Model 3,62.0,Station_186,Chicago,2024-01-26 14:00:00,2024-01-26 17:49:00,35.327332248586,1.47164376036466,44.6729994557518,25.3625042293222,Friday,51.4173333042017,73.3352942460798,128.320993345612,29.2127844942889,3.0,DC Fast Charger,Institutional,229.0,14,Afternoon,170.50194792278606,17.234132955544624,84.58301208972003,Hot
Chevy Bolt,62.0,Station_250,Chicago,2024-01-26 15:00:00,2024-01-26 17:45:00,74.510503183253,1.58921875764907,7.9949116732037,29.5967141282271,Friday,70.4305031078525,95.6592281329056,298.29967593868,36.3833854624288,1.0,Level 1,Parking,165.0,15,Afternoon,21.986007101310175,18.62343619201267,97.49009383237184,Sweltering
BMW i3,50.0,Station_255,Los Angeles,2024-01-26 16:00:00,2024-01-26 16:32:00,42.691405379616896,1.00988884565278,37.5724199666143,17.3425410897855,Friday,43.7057758709955,73.8227711612661,73.8077421913982,35.3082998656665,6.0,Level 2,Residential,32.0,16,Afternoon,20.03862398219429,17.172722685708536,95.55493975819971,Sweltering
Nissan Leaf,85.0,Station_76,Houston,2024-01-26 17:00:00,2024-01-26 20:44:00,49.7387000523973,2.01551725539368,32.8683695842287,19.5849554915911,Friday,85.7276473198578,52.8285441477264,272.185120094887,7.81291702055513,6.0,DC Fast Charger,Commercial,224.0,17,Afternoon,122.70857978112049,9.717086489426098,46.063250636999236,Cool
BMW i3,1.53653974347967,Station_386,New York,2024-01-26 18:00:00,2024-01-26 19:55:00,23.5222418121365,1.84437385136527,42.3802713982114,0.671346505244455,Friday,74.9308255971765,96.8969469924027,162.188501483817,13.6751357108728,5.0,DC Fast Charger,Public,115.0,18,Evening,81.22885351323852,0.3639969763979797,56.61524427957104,Cool
BMW i3,100.0,Station_459,Houston,2024-01-26 19:00:00,2024-01-26 22:58:00,44.9533716529238,1.59237562237472,34.0400394371887,26.3786505133039,Friday,66.8500361904564,61.3139576255915,232.244894132032,22.5944915242621,5.0,Level 1,Mall,238.0,19,Evening,135.02548976751518,16.565595543321145,72.67008474367178,Mild
Hyundai Kona,121.211892353374,Station_108,San Francisco,2024-01-26 20:00:00,2024-01-26 22:54:00,66.7052364532573,1.89522017195937,6.5136568929046,32.285230726225,Friday,56.7179721830613,83.6461815329856,166.624443886614,32.8472198069749,7.0,Level 2,Highway,174.0,20,Evening,18.88960498942334,17.035081835820147,91.12499565255482,Sweltering
Nissan Leaf,62.0,Station_156,Houston,2024-01-26 21:00:00,2024-01-26 23:51:00,44.0621547905556,2.71433188836439,12.6377284295682,5.44924604888579,Friday,74.6831853357578,73.0642788128228,10.8984306076731,3.80217454901883,3.0,Level 2,Institutional,171.0,21,Evening,36.01752602426937,2.007582813378585,38.843914188233896,Chilly
BMW i3,100.0,Station_82,San Francisco,2024-01-26 22:00:00,2024-01-26 22:38:00,14.0255330182289,2.27676830106168,30.7749730747519,10.7949894036839,Friday,87.7151104029273,85.3881681898421,274.271587853428,9.34434573849306,7.0,Level 1,Parking,38.0,22,Evening,19.490816280676203,4.7413649419882065,48.819822329287504,Cool
BMW i3,85.0,Station_77,San Francisco,2024-01-26 23:00:00,2024-01-27 02:39:00,21.7645866726133,2.0100101346312,20.3174179679284,23.2097759444083,Friday,64.8793630353511,59.0195450914742,204.08251867131,20.6784235176065,7.0,DC Fast Charger,Residential,219.0,23,Evening,74.15857558293865,11.547093989487207,69.2211623316917,Mild
Nissan Leaf,50.0,Station_485,New York,2024-01-27 00:00:00,2024-01-27 02:03:00,16.5546239645485,6.49400704276254,36.7489806324603,30.0176702453232,Saturday,69.4322882305919,52.0627580181478,299.261708468937,-1.63865714883648,0.0,Level 1,Commercial,123.0,0,Night,75.33541029654361,4.622364904697382,29.050417132094335,Below Freezing
Nissan Leaf,65.2364982513428,Station_470,Los Angeles,2024-01-27 01:00:00,2024-01-27 03:58:00,15.4740960883328,0.787798642850628,8.61336450812433,15.0632069521244,Saturday,46.0706957142091,58.5905204464279,152.257515285449,12.6026871287958,5.0,Level 2,Public,178.0,1,Night,25.55298137410218,19.120630745971578,54.68483683183244,Cool
BMW i3,50.0,Station_460,New York,2024-01-27 02:00:00,2024-01-27 05:53:00,43.5123471006392,1.18121911465249,26.1352398122717,6.61967786803371,Saturday,17.3698086516858,95.1721645107767,141.168132112685,21.0784613255873,3.0,DC Fast Charger,Mall,233.0,2,Night,101.4918479376551,5.604106626721151,69.94123038605713,Mild
Nissan Leaf,75.0,Station_258,Houston,2024-01-27 03:00:00,2024-01-27 06:14:00,38.5981394103895,1.36941961836399,26.5629522012124,45.0442693587329,Saturday,37.9274985345969,75.100943652424,298.319221457481,6.16119138018016,6.0,Level 2,Highway,194.0,3,Night,85.8868787839201,32.89296338002381,43.090144484324284,Chilly
BMW i3,62.0,Station_127,San Francisco,2024-01-27 04:00:00,2024-01-27 06:48:00,45.0789173176447,2.4009140681904,25.603799331857402,6.55661094437812,Saturday,40.1700079885001,94.6036685867389,250.416348582971,7.33503583628978,5.0,Level 2,Institutional,168.0,4,Night,71.69063812920072,2.7308811386656258,45.203064505321606,Cool
BMW i3,85.0,Station_485,Chicago,2024-01-27 05:00:00,2024-01-27 05:49:00,58.7731455165161,2.74655588078402,12.8022893413064,22.0395108042096,Saturday,70.8802102208019,72.2526259536561,87.2501552328677,4.7004631913675,6.0,Level 2,Parking,49.0,5,Night,10.455202962066894,8.024417401592535,40.460833744461496,Chilly
Hyundai Kona,62.0,Station_391,Chicago,2024-01-27 06:00:00,2024-01-27 07:04:00,65.539397780162,1.96512453252567,5.21068462742563,32.8472352260713,Saturday,45.9726579554193,51.3300115231502,166.159367076265,8.90452585554962,6.0,Level 2,Residential,64.0,6,Morning,5.558063602587339,16.715090917853686,48.028146539989315,Cool
Tesla Model 3,62.0,Station_282,San Francisco,2024-01-27 07:00:00,2024-01-27 08:22:00,79.213996962565,2.60432620285616,20.6138041589361,22.4845653554176,Saturday,37.4993266310429,96.679708595604,152.257515285449,-1.20453170012377,4.0,DC Fast Charger,Commercial,82.0,7,Morning,28.172199017212673,8.633544189187521,29.831842939777214,Below Freezing
BMW i3,62.0,Station_474,New York,2024-01-27 08:00:00,2024-01-27 11:24:00,62.9194373489898,1.11056298166829,37.2434580115854,38.9670481722972,Saturday,39.3601393704707,50.6041872757214,268.547433437944,21.5194983170874,4.0,DC Fast Charger,Public,204.0,8,Morning,126.62775723939036,35.087652673026085,70.73509697075733,Mild
Chevy Bolt,35.0443544211654,Station_88,Los Angeles,2024-01-27 09:00:00,2024-01-27 11:19:00,18.3997104004327,2.06552038955419,5.90418949259116,28.021511275917,Saturday,36.50968370288,85.7697373307883,160.417135820479,15.8334708087101,0.0,DC Fast Charger,Mall,139.0,9,Morning,13.678038991169522,13.5663203411732,60.50024745567818,Mild
Tesla Model 3,62.0,Station_204,New York,2024-01-27 10:00:00,2024-01-27 13:52:00,47.4923002422605,3.41030060620522,44.8722004564985,6.15339612901232,Saturday,62.161130173516,63.0794798004033,46.7721574276234,-5.25363820144778,7.0,Level 1,Highway,232.0,10,Morning,173.5058417651275,1.8043559320887708,22.543451237393995,Below Freezing
Tesla Model 3,85.0,Station_16,San Francisco,2024-01-27 11:00:00,2024-01-27 14:29:00,21.4714284109502,3.1162253455849,47.1897587004125,26.8745327596718,Saturday,53.3516413413586,86.0313503263013,281.257014679322,16.6026130191602,4.0,DC Fast Charger,Institutional,209.0,11,Morning,164.37765947310353,8.62406590644926,61.88470343448836,Mild
Tesla Model 3,75.0,Station_151,San Francisco,2024-01-27 12:00:00,2024-01-27 14:45:00,21.8679477913866,3.38333682658122,29.8840659985463,40.4330537822681,Saturday,43.8356488045344,61.3720294657288,229.701593243581,35.0119145474967,2.0,Level 2,Parking,165.0,12,Afternoon,82.18118149600232,11.950643951440307,95.02144618549406,Sweltering
Hyundai Kona,75.0,Station_424,Los Angeles,2024-01-27 13:00:00,2024-01-27 13:33:00,78.2376480234509,2.78321186654098,10.3271293323225,10.5537175817884,Saturday,76.0986992474859,59.3125092229608,66.6369234179236,30.1867037720744,2.0,Level 2,Residential,33.0,13,Afternoon,5.679921132777375,3.7919203021021635,86.33606678973392,Hot
BMW i3,62.0,Station_254,Houston,2024-01-27 14:00:00,2024-01-27 17:04:00,79.7504456414594,3.43346383961876,25.603799331857402,12.6748961708414,Saturday,19.73375144031,69.3314433824692,187.459456955416,29.3944535387836,3.0,DC Fast Charger,Commercial,184.0,14,Afternoon,78.51831795102937,3.6915770087879465,84.91001636981048,Hot
Hyundai Kona,85.0,Station_188,Houston,2024-01-27 15:00:00,2024-01-27 18:21:00,66.8990963631375,2.76948546429773,39.3241411070742,17.0919746942938,Saturday,22.5931360473742,75.4046828871393,227.427161403915,-4.07338795252058,6.0,DC Fast Charger,Public,201.0,15,Afternoon,131.73587270869857,6.1715343570607555,24.667901685462958,Below Freezing
BMW i3,62.0,Station_329,Los Angeles,2024-01-27 16:00:00,2024-01-27 19:17:00,68.0692882830095,1.32117793452198,34.3981787751472,29.4722562923944,Saturday,62.0644194021467,82.6938659048567,135.725032391785,-4.99252366504445,1.0,Level 1,Mall,197.0,16,Afternoon,112.94068697839997,22.307560187233868,23.01345740291999,Below Freezing
Hyundai Kona,50.0,Station_32,Houston,2024-01-27 17:00:00,2024-01-27 19:11:00,40.0517966248708,1.03974490936565,26.3280168703643,36.0471196604522,Saturday,21.7803569534911,92.3319815886202,114.756083898773,30.2853577594176,2.0,DC Fast Charger,Highway,131.0,17,Afternoon,57.48283683362872,34.669195622649994,86.51364396695168,Hot
Hyundai Kona,85.0,Station_271,Chicago,2024-01-27 18:00:00,2024-01-27 19:16:00,77.6778219726915,2.87596234760101,36.8837694048041,31.1866865859577,Saturday,18.7477458638551,92.7818312097489,169.201230084427,16.7194191756796,5.0,Level 1,Institutional,76.0,18,Evening,46.71944124608519,10.843913381540665,62.09495451622328,Mild
Chevy Bolt,62.0,Station_485,Houston,2024-01-27 19:00:00,2024-01-27 21:03:00,38.3604121294086,1.29698342643918,38.3437638904149,10.2255419700239,Saturday,72.5050102742883,86.3007177157452,281.025212402522,5.50127166856423,4.0,DC Fast Charger,Parking,123.0,19,Evening,78.60471597535053,7.884096096815783,41.90228900341562,Chilly
Hyundai Kona,75.0,Station_397,Houston,2024-01-27 20:00:00,2024-01-27 23:21:00,6.33753426452174,0.941406247606216,4.31596167125324,12.5479325635515,Saturday,44.2922574281814,55.5236463027372,170.920552406187,26.7089407952507,4.0,Level 1,Residential,201.0,20,Evening,14.458471598698356,13.328924250777032,80.07609343145126,Hot
Nissan Leaf,100.0,Station_5,Houston,2024-01-27 21:00:00,2024-01-27 22:17:00,6.97877135041537,2.89186021600196,35.7889235417866,23.1159588706403,Saturday,23.8315315915733,78.7799673433677,76.9515940823401,27.3553704291775,6.0,DC Fast Charger,Commercial,77.0,21,Evening,45.92911854529281,7.993456510355973,81.2396667725195,Hot
Chevy Bolt,62.0,Station_459,Chicago,2024-01-27 22:00:00,2024-01-28 00:00:00,30.5491307965474,3.74699245814851,31.2315127227364,28.4556902138748,Saturday,59.6579209619361,75.6543043520991,121.461596959803,29.502613424603,7.0,DC Fast Charger,Public,120.0,22,Evening,62.4630254454728,7.594274750138014,85.1047041642854,Hot
Tesla Model 3,25.5733602444835,Station_308,Chicago,2024-01-28 00:00:00,2024-01-28 01:53:00,34.7931598600126,3.41291619735368,11.9155503586787,19.5875447048784,Sunday,12.1316232931093,76.1940012450688,152.257515285449,33.374427268266,1.0,Level 1,Highway,113.0,0,Night,22.440953175511552,5.739239867672773,92.07396908287879,Sweltering
Nissan Leaf,41.6565828482292,Station_333,Los Angeles,2024-01-28 01:00:00,2024-01-28 02:37:00,58.4578845137678,1.02038116046974,25.603799331857402,37.0335158509688,Sunday,30.0980415449858,76.8615954584726,73.7913011915098,20.6928034710337,7.0,Level 2,Institutional,97.0,1,Night,41.392808919836135,36.29380596748782,69.24704624786065,Mild
Nissan Leaf,100.0,Station_169,New York,2024-01-28 02:00:00,2024-01-28 04:48:00,50.1626577041662,3.62735500636345,41.5661760128526,14.2542699919582,Sunday,54.060321171645,50.3629118851803,246.835362076222,6.78388217794327,7.0,Level 1,Parking,168.0,2,Night,116.38529283598727,3.929659481068715,44.21098792029788,Chilly
Nissan Leaf,100.0,Station_181,Los Angeles,2024-01-28 03:00:00,2024-01-28 06:54:00,76.0650388050083,3.72436851914693,5.49032257716695,8.83271631820573,Sunday,15.2217598854791,83.9830613698527,233.273406762163,10.6754101490561,1.0,DC Fast Charger,Residential,234.0,3,Night,21.412258050951102,2.3716010574133173,51.21573826830098,Cool
Chevy Bolt,75.0,Station_366,New York,2024-01-28 04:00:00,2024-01-28 06:34:00,51.2163047220604,1.84505065646181,18.2752617514879,35.1398223587597,Sunday,89.528182656858,56.5952696627722,54.8378407657518,14.4613255245007,5.0,Level 2,Commercial,154.0,4,Night,46.90650516215228,19.045451264815746,58.03038594410126,Cool
Hyundai Kona,85.0,Station_178,Los Angeles,2024-01-28 05:00:00,2024-01-28 06:42:00,39.67713381108,3.94461419790277,5.84714739601339,23.8606805644348,Sunday,89.2745730357243,83.8158401715107,106.705876537594,-1.35622523424152,1.0,Level 1,Public,102.0,5,Night,9.940150573222763,6.048926299844682,29.558794578365266,Below Freezing
Hyundai Kona,50.0,Station_143,New York,2024-01-28 06:00:00,2024-01-28 06:33:00,68.2690209195155,1.53348689669032,15.0605565345108,8.01047724502125,Sunday,72.327300301089,63.8034768406018,205.708040239888,11.8724459712417,3.0,Level 1,Mall,33.0,6,Morning,8.28330609398094,5.22370113648185,53.37040274823506,Cool
Tesla Model 3,62.0,Station_362,New York,2024-01-28 07:00:00,2024-01-28 08:45:00,30.5500115616308,2.83439335341872,8.83157358839346,38.4417932430895,Sunday,44.7010195034048,95.1456417676959,135.037769202784,29.8142152111675,7.0,Level 2,Highway,105.0,7,Morning,15.455253779688556,13.562617622117518,85.6655873801015,Hot
Tesla Model 3,75.0,Station_248,San Francisco,2024-01-28 08:00:00,2024-01-28 09:42:00,44.7586673776486,3.48977120038006,19.404372429114,5.7828178038018,Sunday,28.443103373673,98.2728571589073,293.206759247277,3.85865863852567,5.0,DC Fast Charger,Institutional,102.0,8,Morning,32.9874331294938,1.6570764877571378,38.945585549346205,Chilly
Nissan Leaf,75.0,Station_127,New York,2024-01-28 09:00:00,2024-01-28 10:46:00,59.157308470091,2.86683714855038,19.1014170926884,20.1140148587832,Sunday,14.4335989410026,54.7733650397023,276.608931979815,34.3275240614633,3.0,Level 2,Parking,106.0,9,Morning,33.74583686374951,7.01609956078387,93.78954331063395,Sweltering
Tesla Model 3,100.0,Station_263,New York,2024-01-28 10:00:00,2024-01-28 11:17:00,57.1455599708312,2.56975349814223,5.96244472098659,13.6272184051673,Sunday,82.4331850668881,93.3359364078224,245.054611532271,38.0200909430409,7.0,DC Fast Charger,Residential,77.0,10,Morning,7.651804058599458,5.302928243903129,100.43616369747362,Sweltering
Chevy Bolt,75.0,Station_40,San Francisco,2024-01-28 11:00:00,2024-01-28 14:03:00,42.691405379616896,2.07337138590912,38.6880525603416,38.2994870025044,Sunday,48.4547629077942,82.5148154045339,39.0537672564163,2.05514944533174,3.0,Level 2,Commercial,183.0,11,Morning,117.99856030904188,18.4720823595774,35.69926900159713,Chilly
Hyundai Kona,75.0,Station_412,Houston,2024-01-28 12:00:00,2024-01-28 14:11:00,23.8368801018714,2.85364923342141,12.3295123595028,36.2359410351601,Sunday,63.1988362790944,73.8127084607462,192.322695014457,29.0287636621923,2.82548197035581,Level 1,Public,131.0,12,Afternoon,26.91943531824778,12.69810620407424,84.25177459194614,Hot
Nissan Leaf,47.6532613755546,Station_416,Houston,2024-01-28 13:00:00,2024-01-28 15:15:00,29.3495950388895,2.55970157298859,30.3238957192199,13.5072117029379,Sunday,72.6049992234139,22.2752158472075,95.2684455561382,36.6934186813297,1.0,Level 1,Mall,135.0,13,Afternoon,68.22876536824478,5.276869712263958,98.04815362639347,Sweltering
Tesla Model 3,85.0,Station_355,San Francisco,2024-01-28 14:00:00,2024-01-28 15:46:00,47.0609256333137,2.44554883738776,10.4139871036459,31.5794006410408,Sunday,63.1441280207942,92.6389090142761,152.056840232872,-7.16362081855738,6.0,Level 1,Highway,106.0,14,Afternoon,18.398043883107754,12.913011655401117,19.105482526596717,Below Freezing
Chevy Bolt,75.0,Station_255,Chicago,2024-01-28 15:00:00,2024-01-28 16:08:00,27.1701708128165,3.32093906140094,23.8246440864807,9.88729085697397,Sunday,46.8217530357587,79.2138961178832,163.1287884196,4.16248547072839,4.0,DC Fast Charger,Institutional,68.0,15,Afternoon,27.00126329801146,2.9772575389573723,39.4924738473111,Chilly
Chevy Bolt,50.0,Station_143,New York,2024-01-28 16:00:00,2024-01-28 17:27:00,48.9423202514567,3.79162231589998,31.1711705009292,10.1637018670847,Sunday,75.8106844252931,89.1546422880445,112.729520002495,31.5083229829922,4.0,DC Fast Charger,Parking,87.0,16,Afternoon,45.19819722634734,2.6805681105060812,88.71498136938597,Hot
Tesla Model 3,50.0,Station_240,New York,2024-01-28 17:00:00,2024-01-28 17:48:00,19.1465389281973,2.80415158023101,35.4535767063418,7.5239350740612,Sunday,56.8177830006436,55.0549216173528,153.054205822045,24.1478027981568,1.0,Level 2,Residential,48.0,17,Afternoon,28.362861365073442,2.683141356232022,75.46604503668223,Hot
Hyundai Kona,75.0,Station_228,San Francisco,2024-01-28 18:00:00,2024-01-28 19:57:00,58.1972852688248,1.76204741805886,6.50874515305308,38.2962624019144,Sunday,25.8400587376203,83.1174320055725,221.210028193869,19.9011093890979,5.0,DC Fast Charger,Commercial,117.0,18,Evening,12.692053048453506,21.733956764967797,67.82199690037622,Mild
Tesla Model 3,62.0,Station_341,San Francisco,2024-01-28 19:00:00,2024-01-28 21:22:00,65.2009372029439,2.95272838841532,22.5726406494438,9.01793669433129,Sunday,13.9095966965652,77.5788751179227,214.923258529518,15.0325520080913,7.19704154407557,DC Fast Charger,Public,142.0,19,Evening,53.421916203683665,3.0541030220429675,59.058593614564344,Cool
Nissan Leaf,5.18952995184108,Station_198,Chicago,2024-01-28 20:00:00,2024-01-28 21:46:00,51.1421152100152,1.78095415350982,21.1180306491324,34.7397073128616,Sunday,58.1893631478623,69.1577279417634,290.765805561375,18.387603456411,2.0,Level 2,Mall,106.0,20,Evening,37.30852081346724,19.506233354967748,65.0976862215398,Mild
Tesla Model 3,50.0,Station_65,Houston,2024-01-28 21:00:00,2024-01-28 22:46:00,69.7159463074418,3.78309844577563,10.063093768622,37.1192953688258,Sunday,20.4323107984279,79.5199882979863,205.769916239226,-4.47805197297919,4.0,DC Fast Charger,Highway,106.0,21,Evening,17.778132324565533,9.811876666935484,23.93950644863746,Below Freezing
Chevy Bolt,85.0,Station_388,Los Angeles,2024-01-28 22:00:00,2024-01-29 01:35:00,41.9771828390779,3.1964455521385,49.3083694009397,19.5628167009091,Sunday,11.4154528909416,88.4986322975826,260.48555292288,8.21627116830765,5.0,Level 2,Institutional,215.0,22,Evening,176.68832368670058,6.120178298617068,46.78928810295377,Cool
Tesla Model 3,50.0,Station_11,Houston,2024-01-28 23:00:00,2024-01-28 23:57:00,69.4223510408015,1.93736686898945,9.88982074193077,10.8349589065924,Sunday,29.1339807889326,99.8871530721888,74.0437079625682,37.2682149544917,5.0,DC Fast Charger,Parking,57.0,23,Evening,9.39532970483423,5.592621139559397,99.08278691808505,Sweltering
Hyundai Kona,50.0,Station_108,New York,2024-01-29 00:00:00,2024-01-29 01:35:00,78.9835794520052,2.90407145877564,37.4791729618644,32.7572572780632,Monday,30.8553238522491,89.8888981402459,222.761718007915,9.56891467955211,0.0,DC Fast Charger,Residential,95.0,0,Night,59.342023856285294,11.279769710582018,49.2240464231938,Cool
